user_id,predictoin
218492,0
218492,1
218492,0
218535,0
218535,0
218535,0
218557,0
218557,1
218557,1
218557,0
218557,0
218557,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218559,0
218591,0
218591,0
218591,0
218602,0
218602,0
218602,0
218602,0
218602,0
218602,0
218602,0
218602,0
218602,0
218602,0
218636,0
218636,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218643,0
218653,0
218653,0
218653,0
218671,0
218671,0
218671,0
218671,0
218671,0
218671,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218674,0
218677,0
218677,0
218677,0
218677,0
218677,0
218677,0
218705,0
218705,0
218705,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218709,0
218736,0
218736,1
218736,1
218736,0
218736,0
218736,0
218736,0
218736,0
218736,0
218736,0
218736,0
218755,0
218755,0
218755,1
218755,0
218755,0
218755,0
218775,0
218775,0
218775,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218803,0
218814,0
218826,0
218826,0
218834,0
218834,0
218834,0
218834,0
218834,0
218834,0
218867,0
218867,0
218867,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218869,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218870,0
218976,0
218976,0
218976,0
218979,0
218979,0
218979,0
218979,0
218979,0
218979,0
218979,0
218979,0
218979,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219021,0
219022,0
219022,0
219022,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219035,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219083,0
219111,0
219111,0
219111,0
219111,0
219111,0
219111,0
219111,0
219111,0
219111,1
219111,0
219111,0
219111,0
219111,0
219111,0
219111,0
219127,0
219127,0
219127,0
219127,0
219127,0
219127,0
219127,0
219127,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219147,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219148,0
219150,0
219150,0
219150,0
219150,0
219150,0
219150,0
219150,0
219150,0
219150,0
219150,0
219150,0
219181,0
219181,0
219207,0
219207,0
219207,0
219207,0
219207,0
219207,0
219207,0
219216,0
219216,0
219216,0
219216,0
219216,0
219216,0
219216,0
219216,0
219216,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219220,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219224,0
219267,0
219267,0
219267,0
219267,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219268,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219274,0
219276,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219305,0
219314,0
219314,0
219314,0
219323,0
219323,0
219323,0
219323,0
219323,0
219323,0
219323,0
219323,0
219323,0
219323,0
219323,0
219345,0
219345,0
219345,0
219345,0
219345,0
219345,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219357,0
219360,0
219360,0
219360,0
219375,0
219375,0
219375,0
219375,0
219375,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
219397,0
